STREET,CITY,ZIP CODE,ZIP+4,ADDRESS,LATS,LONGS,NAME,FILING_REQ_CD,EIN,ASSET_CD,TAX_PERIOD,NTEE_CD,PF_FILING_REQ_CD,REVENUE_AMT,SUBSECTION,ACTIVITY,ORGANIZATION,STATUS,FOUNDATION,ICO,CLASSIFICATION,INCOME_AMT,STATE,ACCT_PD,ASSET_AMT,SORT_NAME,AFFILIATION,DEDUCTIBILITY,RULING_YEAR,RULING_MONTH,INCOME_CD
4409 CAROL AVE SW,WYOMING,49519,4519,"4409 CAROL AVE SW, WYOMING , MI, 49519",42.884541,-85.727531,BUSTER MATHIS FOUNDATION,2,272329420,0,201312,P50,0,0,3,0,1,1,15,% BUSTER MATHIS,1200,0,MI,12,0,,3,1,2011,6,0
40701 WOODWARD AVE STE 20,BLOOMFLD HLS,48304,5077,"40701 WOODWARD AVE STE 20, BLOOMFLD HLS , MI, 48304",42.5849253,-83.2473156,CBA FORMULA INC,2,320160696,0,201312,P50,0,0,3,0,1,1,15,% PRYOR DEFIORE PLLC,1200,0,MI,12,0,,3,1,2006,11,0
336 HALL ST SE,GRAND RAPIDS,49507,1771,"336 HALL ST SE, GRAND RAPIDS , MI, 49507",42.94111,-85.659986,BE WELL CENTER INC,2,364737541,0,201406,P50,0,0,3,0,1,1,15,% JENS,1200,0,MI,6,0,,3,1,2013,11,0
14248 DUNN RD,HASLETT,48840,9230,"14248 DUNN RD, HASLETT , MI, 48840",42.7866552,-84.341861,ANISHINAABEGAMIG CULTURAL CENTER,2,383636247,0,201312,P50,0,0,3,0,1,1,15,% PATRICIA SHACKLETON,1200,0,MI,12,0,,3,1,2002,2,0
8460 VALLEYWOOD LN,PORTAGE,49024,5258,"8460 VALLEYWOOD LN, PORTAGE , MI, 49024",42.1948389,-85.609029,CHARACTER PLUS,2,830401686,0,201212,P50,0,0,3,0,1,1,15,% DOROTHY MAEMCMILLAN,1200,0,MI,12,0,,3,1,2004,12,0
8903 SAINT CYRIL ST,DETROIT,48213,2162,"8903 SAINT CYRIL ST, DETROIT , MI, 48213",42.401041,-82.9985343,ONE LIFE JUVENILE DIVERSION PROGRAMINC,2,204105276,2,201312,P50,0,11690,3,0,1,1,15,% QUINTIN ROGERS,1200,11690,MI,12,11690,,3,1,2006,11,2
5675 FAIRVIEW ST,STEVENSVILLE,49127,1033,"5675 FAIRVIEW ST, STEVENSVILLE , MI, 49127",42.0150144,-86.5215513,WELL OF GRACE MINISTRIES INCORPORATED,1,201716641,4,201212,P50,0,71317,3,0,1,1,16,% MICHAEL S KLUNDER,1200,71909,MI,12,304712,,3,1,2005,4,3
220 MAIN AVE,BARAGA,49908,9421,"220 MAIN AVE, BARAGA , MI, 49908",46.7852153,-88.4879811,KEWEENAW BAY OJIBWA HOUSING AND COMMUNITY DEVELOPMENT CORPORATION,1,364616294,6,201309,P50,0,771980,3,0,1,1,15,% EDWARD M EDWARDS,1200,771980,MI,9,1075875,,3,1,2008,11,5
1320 W STATE ST,CHEBOYGAN,49721,1402,"1320 W STATE ST, CHEBOYGAN , MI, 49721",45.649154,-84.494755,STRAITS AREA SERVICES INC,1,364538279,5,201309,P50,0,1104831,3,0,1,1,15,% RIKKARD RAMBO,1200,1104831,MI,9,703872,,3,1,2004,2,6
5333 E 7 MILE RD,DETROIT,48234,2359,"5333 E 7 MILE RD, DETROIT , MI, 48234",42.433701,-83.049316,WE THE PEOPLE COMMUNITY DEVELOPMENT CORP,0,320076991,1,201310,P50,1,,3,0,1,1,4,% RENEE BEATTY,1200,1200,MI,10,2671,,3,1,2004,5,1
19785 W 12 MILE RD,SOUTHFIELD,48076,2584,"19785 W 12 MILE RD, SOUTHFIELD , MI, 48076",42.5007327,-83.2395912,QUEEN OF HEARTS INC,2,471596992,0,,P50,0,,3,0,1,1,16,,1200,,MI,12,,,3,1,2014,9,0
14235 CHANDLER RD,BATH,48808,9757,"14235 CHANDLER RD, BATH , MI, 48808",42.8096746,-84.4836871,DAUGHTERS OF FAITH MINISTRIES,2,300547335,0,201312,P50,0,0,3,0,1,1,15,% SAUNDRA LAWSON,1250,0,MI,12,0,,3,1,2010,4,0
186 N MICHIGAN AVE,SHELBY,49455,1028,"186 N MICHIGAN AVE, SHELBY , MI, 49455",43.6110853,-86.3638741,LOVE INC OF OCEANA COUNTY,1,272466631,3,201312,P50,0,62531,3,0,1,1,15,% LORI RAY,1270,62671,MI,12,34472,,3,1,2011,8,3
96 W 15TH ST STE 206,HOLLAND,49423,3373,"96 W 15TH ST STE 206, HOLLAND , MI, 49423",42.7835582,-86.1113323,JUBILEE MINISTRIES,1,383477214,7,201306,P50,0,649129,3,0,1,1,15,% DAVID KOOL,1700,650040,MI,6,5285787,,3,1,2000,2,5
PO BOX 385,BENTON HARBOR,49023,385,"PO BOX 385, BENTON HARBOR , MI, 49023",42.1088826,-86.4648406,OPERATION H O P E,0,383212664,0,,P50Z,2,,3,994907000,1,1,4,% AUGUSTA DUKES,1000,,MI,12,,,3,1,1996,3,0
3050 S AIRPORT RD W,TRAVERSE CITY,49684,8993,"3050 S AIRPORT RD W, TRAVERSE CITY , MI, 49684",44.7281788,-85.6359555,TRAVERSE LIFE CENTER,2,203600333,0,201312,P51,0,0,3,0,1,1,15,% KIMBERLY WALDIE,1000,0,MI,12,0,,3,1,2007,4,0
701 WESTMINSTER RD,TRAVERSE CITY,49686,3526,"701 WESTMINSTER RD, TRAVERSE CITY , MI, 49686",44.754542,-85.5763294,AGAPE FINANCIAL OF NORTHWEST MICHIGAN,2,270374129,0,201312,P51,0,0,3,0,1,1,15,% LISA CARBONELL,1000,0,MI,12,0,,3,1,2010,11,0
2020 MOFFITT ST,LANSING,48911,3519,"2020 MOFFITT ST, LANSING , MI, 48911",42.679674,-84.579799,CAPITAL PAYEE INC,2,461976569,0,201312,P51,0,0,3,0,1,1,15,% JULIE ROBERT,1000,0,MI,12,0,,3,1,2014,7,0
3871 TRAILWOOD DR,OKEMOS,48864,3752,"3871 TRAILWOOD DR, OKEMOS , MI, 48864",42.694113,-84.413005,PAYEE PLUS,2,262676676,1,201312,P51,0,45522,3,0,1,1,16,% VALERIE A SMITH,1000,45522,MI,12,1220,,3,1,2008,6,3
PO BOX 888101,GRAND RAPIDS,49588,8101,"PO BOX 888101, GRAND RAPIDS , MI, 49588",42.96,-85.67,PEOPLE FIRST PAYEE SERVICE,1,270996214,1,201312,P51,0,146225,3,0,1,1,16,% SHAREN DRYER,1000,146225,MI,12,4040,,3,1,2009,9,4
124 PEARL STREET,YPSILANTI,48197,2663,"124 PEARL STREET, YPSILANTI , MI, 48197",42.2426119,-83.6142008,B & B PAYEE SERVICES,1,200253826,2,201312,P51,0,214266,3,0,1,1,16,% BOBBY JOE JOHNSON,1000,214266,MI,12,16815,,3,1,2012,6,4
101 S WASHINGTON SQUARE 201,LANSING,48933,1731,"101 S WASHINGTON SQUARE 201, LANSING , MI, 48933",42.733296,-84.551837,CENTER FOR FINANCIAL HEALTH,1,203360802,4,201312,P51,0,302280,3,0,1,1,15,% JO ANNE FILLWOCK,1000,302280,MI,12,277120,,3,1,2006,9,4
6185 MOUNTAIN LAUREL DR,BRIGHTON,48116,3711,"6185 MOUNTAIN LAUREL DR, BRIGHTON , MI, 48116",42.513036,-83.7894254,COALITION FOR INDEPENDENT LIVING,2,264556792,0,201406,P51,0,0,3,0,1,1,16,% ARTHUR G FLEISCHER,1200,0,MI,6,0,,3,1,2009,6,0
1650 NORTHLAND DR STE 1040,SOUTHFIELD,48075,0,"1650 NORTHLAND DR STE 1040, SOUTHFIELD , MI, 48075",42.4464359,-83.2057989,MICHIGAN JUMPSTART COALITION FOR PERSONAL FINANCIAL LITERACY,2,861124496,3,201212,P51,0,19173,3,0,1,1,16,% ERICA TOBE-MICH STATE UNIV EXTN,1200,19173,MI,12,26807,,3,1,2006,3,2
3011 WEST GRAND BLVD 12TH FLOO,DETROIT,48202,3096,"3011 WEST GRAND BLVD 12TH FLOO, DETROIT , MI, 48202",42.3694742,-83.07739,BANK ON DETROIT,2,275486420,2,201312,P51,0,26700,3,0,1,1,15,% NATALIE MASSEY,1200,26700,MI,12,23827,,3,1,2012,2,3
615 GRISWOLD ST STE 916,DETROIT,48226,3984,"615 GRISWOLD ST STE 916, DETROIT , MI, 48226",42.3300467,-83.0472048,CENTER FOR COMMUNITY JUSTICE AND ADVOCACY,1,320200373,2,201309,P51,0,96000,3,0,1,1,15,% KIMBERLY BOYD-HARRIS,1200,96000,MI,9,12346,,3,1,2010,6,3
711 W THIRTEEN MILE RD,MADISON HEIGHTS,48071,1873,"711 W THIRTEEN MILE RD, MADISON HEIGHTS , MI, 48071",42.51899,-83.114132,NATIONAL ASSOCIATION OF INVESTORS CORPORATION,1,382111435,7,201309,P51Z,0,3615904,3,123000000,1,1,16,,1000,3615904,MI,9,7144306,,3,1,1998,12,6
36500 CORPORATE DR,FARMINGTN HLS,48331,3553,"36500 CORPORATE DR, FARMINGTN HLS , MI, 48331",42.4955144,-83.4106162,GREENPATH INC,1,386142925,9,201212,P51Z,0,42693145,3,565921000,1,1,16,,1000,51529386,MI,12,54313472,,3,1,1967,8,9
154 SOUTH ST,BELLEVILLE,48111,2939,"154 SOUTH ST, BELLEVILLE , MI, 48111",42.202888,-83.485504,GOLDEN SERVICES,2,300321917,0,201312,P52,0,0,3,0,1,1,15,% GOLDIE SPARKS,1000,0,MI,12,0,,3,1,2006,4,0
8014 N VANDECAR RD,FARWELL,48622,9228,"8014 N VANDECAR RD, FARWELL , MI, 48622",43.7560776,-84.8884465,RED HAT STRUTTERS,2,352405385,0,201312,P52,0,0,3,0,1,1,16,% ECHO C GODWIN,1000,0,MI,12,0,,3,1,2011,7,0
304 BRUSH ST,SAINT JOHNS,48879,1544,"304 BRUSH ST, SAINT JOHNS , MI, 48879",43.0035087,-84.5598158,COMMUNITY RESOURCE VOLUNTEERS INC,2,382179876,0,201309,P52,0,0,3,59000000,1,1,15,,1000,0,MI,9,0,,3,1,1982,4,0
2900 GRANT LN,MIDLAND,48642,4808,"2900 GRANT LN, MIDLAND , MI, 48642",43.6240229,-84.1922298,RIGHTEOUS RIDES,2,453725346,0,201212,P52,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2012,8,0
1024 BURNSIDE ST SE,GRAND RAPIDS,49508,2423,"1024 BURNSIDE ST SE, GRAND RAPIDS , MI, 49508",42.9039342,-85.6404831,AWAKE INCORPORATED,1,383310808,4,201306,P52,0,49854,3,0,1,1,15,,1000,53161,MI,6,224003,,3,1,1999,1,3
884 E ISABELLA RD,MIDLAND,48640,8326,"884 E ISABELLA RD, MIDLAND , MI, 48640",43.6109575,-84.4042546,COUNTY CONNECTION OF MIDLAND,1,202716973,5,201309,P52,0,2492037,3,0,1,1,15,% LYN KNAPP,1000,2492037,MI,9,610010,,3,1,2007,2,6
1145 WESLEY AVE,MUSKEGON,49442,2100,"1145 WESLEY AVE, MUSKEGON , MI, 49442",43.2414473,-86.2150115,PIONEER RESOURCES TRANSPORTATIONINC,1,205435482,4,201309,P52,0,2970212,3,0,1,1,16,% GREG SCOTT,1000,2970212,MI,9,363186,,3,1,2007,2,6
1100 ATLANTIC,MILFORD,48381,2000,"1100 ATLANTIC, MILFORD , MI, 48381",42.5866711,-83.5881516,RIDE WITH PRIDE,14,300284240,0,,P52,0,,3,0,1,1,15,% BECKY JAQUES,1000,,MI,6,,,3,1,2005,5,0
4200 SALADIN DR SE,GRAND RAPIDS,49546,6249,"4200 SALADIN DR SE, GRAND RAPIDS , MI, 49546",42.932317,-85.565458,SALADIN TEMPLE CHILDRENS TR FUND,1,383514188,7,201212,P52,0,,3,0,1,1,15,,1000,696443,MI,12,5840761,BABINSKI ANTHONY TTEE,3,1,2000,5,5
467 E JACKSON ST,LAKE ORION,48362,0,"467 E JACKSON ST, LAKE ORION , MI, 48362",42.7860718,-83.2349595,NORTH OAKLAND TRANSPORTATION,14,383605975,0,,P52,0,,3,0,1,1,14,% KAREN KOSKI,1000,,MI,12,,NOTA,3,1,2004,2,0
965 FORK ST,MUSKEGON,49442,3257,"965 FORK ST, MUSKEGON , MI, 49442",43.2347918,-86.2375698,PROFESSIONAL MED TEAM,1,382638284,6,201306,P520,0,8516650,3,158000000,1,1,16,,1000,8546354,MI,6,4776294,,3,1,1987,6,7
PO BOX 791,MOUNT CLEMENS,48046,791,"PO BOX 791, MOUNT CLEMENS , MI, 48046",42.5910763,-82.8808945,MACOMB CULTURAL AND ECONOMIC PARTNERSHIP,2,382062103,5,201309,P52Z,0,0,3,179000000,1,1,15,,1000,0,MI,9,569622,,3,1,1976,2,0
135 E MAUMEE ST,ADRIAN,49221,2703,"135 E MAUMEE ST, ADRIAN , MI, 49221",41.8986491,-84.0351794,LENAWEE TRANSPORTATION CORP,1,382239209,5,201309,P52Z,0,619158,3,403000000,1,1,15,,1000,619158,MI,9,896032,,3,1,1980,1,5
PO BOX 272,CHELSEA,48118,272,"PO BOX 272, CHELSEA , MI, 48118",42.3180919,-84.0205029,WESTERN-WASHTENAW AREA VALUE EXPRESS,1,382122970,4,201309,P52Z,0,766622,3,575160000,1,1,15,,1000,766622,MI,9,473464,CATS,3,1,1978,6,5
1473 TRANSPORTATION DR,HARRISON,48625,7480,"1473 TRANSPORTATION DR, HARRISON , MI, 48625",44.0502498,-84.8108342,CLARE COUNTY TRANSIT CORPORATION,1,382442250,7,201309,P52Z,0,2304913,3,408000000,1,1,15,,1000,2304913,MI,9,6528718,,3,1,1984,3,6
4130 24 MILE RD,SHELBY TWP,48316,3008,"4130 24 MILE RD, SHELBY TWP , MI, 48316",42.682574,-83.072718,EXTENDED HAND INC,2,61797788,0,201312,P58,0,0,3,0,1,1,15,% LINDA CURNUTTE,1000,0,MI,12,0,,3,1,2009,2,0
PO BOX 530413,LIVONIA,48153,413,"PO BOX 530413, LIVONIA , MI, 48153",42.37,-83.35,HOPE CLOSET-MICHIGAN,2,260097296,0,201312,P58,0,0,3,0,1,1,15,% EMILY BAKER,1000,0,MI,12,0,,3,1,2009,1,0
16396 APPLEWOOD CT,MACOMB,48042,2356,"16396 APPLEWOOD CT, MACOMB , MI, 48042",42.70184,-82.959677,MACOMB WOMEN FOR KIDS INC,2,270459571,0,201312,P58,0,0,3,0,1,1,15,% VIRGINIA BISBY,1000,0,MI,12,0,,3,1,2011,8,0
2857 OTTER CT,WIXOM,48393,4567,"2857 OTTER CT, WIXOM , MI, 48393",42.535613,-83.527117,HEART AND SOLES FOUNDATION,2,271883785,0,201212,P58,0,0,3,0,1,1,15,% KERRY M LAPOINTE,1000,0,MI,12,0,,3,1,2010,7,0
PO BOX 345,LAPEER,48446,345,"PO BOX 345, LAPEER , MI, 48446",43.0514161,-83.3188341,HOLIDAY DEPOT OF LAPEER COUNTY INC,2,272103386,0,201306,P58,0,0,3,0,1,1,15,% RYKHUS,1000,0,MI,6,0,,3,1,2011,1,0
PO BOX 733,ORTONVILLE,48462,733,"PO BOX 733, ORTONVILLE , MI, 48462",42.8522506,-83.4430002,COMMUNITY CHRISTMAS TOY STORE,2,272467807,0,201406,P58,0,0,3,0,1,1,15,,1000,0,MI,6,0,,3,1,2012,3,0
PO BOX 905,WYOMING,49509,905,"PO BOX 905, WYOMING , MI, 49509",42.8948162,-85.6897121,WYOMING EMPLOYEES COMMUNITY OUTREACH,2,300114860,0,201312,P58,0,0,3,0,5,1,15,% TRACI SNYDER - TREASURERS OFFICE,1000,0,MI,12,0,,3,1,2003,5,0
13902 WEEKS DR NE,GREENVILLE,48838,9369,"13902 WEEKS DR NE, GREENVILLE , MI, 48838",43.155987,-85.33167,TEAM TIMMY,2,300626123,0,201312,P58,0,0,3,0,5,1,15,% DIANE LARSON,1000,0,MI,12,0,,3,1,2010,8,0
PO BOX 233,RUDYARD,49780,233,"PO BOX 233, RUDYARD , MI, 49780",46.2300054,-84.5921363,WARMTH FOR WARRIORS,2,371573875,0,201312,P58,0,0,3,0,1,1,15,% META WELCHER,1000,0,MI,12,0,,3,1,2010,4,0
15801 SCHAEFER HWY,DETROIT,48227,3343,"15801 SCHAEFER HWY, DETROIT , MI, 48227",42.4077159,-83.1795711,NEW GREATER FAITH COMMUNITY SERVICES,2,383352098,1,201312,P58,0,0,3,4000000,1,1,15,% GEARY SUGGS,1000,0,MI,12,1,,3,1,2012,3,0
2731 PORTER ST SW,WYOMING,49519,2140,"2731 PORTER ST SW, WYOMING , MI, 49519",42.92143,-85.733077,NATIONAL NECROTIZING FASCTITIS FOUNDATION,2,383365659,0,201206,P58,0,0,3,994561000,1,1,15,% DONNA BATDORFF,1000,0,MI,6,0,,3,1,1998,7,0
4770 LOGGERS TRL,ALGER,48610,9632,"4770 LOGGERS TRL, ALGER , MI, 48610",44.197959,-84.1742943,OGEMAU COUNTY CHRISTMAS FOR KIDS,2,383506150,0,201212,P58,0,0,3,0,1,1,15,% ERMA LURVEY,1000,0,MI,12,0,,3,1,2000,9,0
PO BOX 2183,TAYLOR,48180,7083,"PO BOX 2183, TAYLOR , MI, 48180",42.2164077,-83.2720082,TAYLOR GOODFELLOWS,2,386104232,0,201112,P58,0,0,3,602561000,1,1,16,% JEANETTE BOURASSA,1000,0,MI,12,0,,3,1,2012,6,0
100 WORCESTER DR NE,GRAND RAPIDS,49503,3952,"100 WORCESTER DR NE, GRAND RAPIDS , MI, 49503",42.964594,-85.614867,BILLY BEAR HUG,2,452877905,0,201312,P58,0,0,3,0,1,1,15,% KRISTEN WONDERGEM,1000,0,MI,12,0,,3,1,2012,8,0
1 CAMPUS DR 0008 KIRKOFF,ALLENDALE,49401,0,"1 CAMPUS DR 0008 KIRKOFF, ALLENDALE , MI, 49401",42.9721934,-85.9540407,HOLIDAY HELPERS MI,2,453161106,0,201212,P58,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2011,11,0
PO BOX 146,BRECKENRIDGE,48615,146,"PO BOX 146, BRECKENRIDGE , MI, 48615",43.4080849,-84.4749978,LANE WALKER FOUNDATION,2,453164561,0,201312,P58,0,0,3,0,1,1,15,% TERESA EBRIGHT,1000,0,MI,12,0,,3,1,2012,2,0
16226 PINE RIDGE DR N,FRASER,48026,5017,"16226 PINE RIDGE DR N, FRASER , MI, 48026",42.5456209,-82.9589698,ANGIES TOY CHEST,2,453555739,0,201312,P58,0,0,3,0,1,1,16,% ANGIE MORELLI,1000,0,MI,12,0,,3,1,2012,7,0
34117 SCHULTE DR,FARMINGTON,48335,4166,"34117 SCHULTE DR, FARMINGTON , MI, 48335",42.462316,-83.38442,OUR SPECIAL NEEDS,2,454003931,0,201212,P58,0,0,3,0,1,1,15,% OUR SPECIAL NEEDS,1000,0,MI,12,0,,3,1,2012,7,0
5875 9 MILE RD NE,ROCKFORD,49341,8508,"5875 9 MILE RD NE, ROCKFORD , MI, 49341",43.1041839,-85.523371,FREEDOM IN MOTION,2,454462830,0,201309,P58,0,0,3,0,1,1,15,% TODD STELMA,1000,0,MI,9,0,,3,1,2012,8,0
5384 E HEATHWOOD DR SE,KENTWOOD,49512,9663,"5384 E HEATHWOOD DR SE, KENTWOOD , MI, 49512",42.865674,-85.57499,FATE FUN AGAIN TOYS FOR EVERYONE,2,461278246,0,201312,P58,0,0,3,0,1,1,15,% BRIAN TORONYI,1000,0,MI,12,0,,3,1,2014,3,0
100 S NORTON ST,CORUNNA,48817,1344,"100 S NORTON ST, CORUNNA , MI, 48817",42.9798498,-84.1233928,RX FOR WELLNESS,2,800297587,0,201312,P58,0,0,3,0,1,1,15,% LISA CARETTI,1000,0,MI,12,0,HEALING NEST,3,1,2010,6,0
2073 US 31 NORTH,PETOSKEY,49770,9321,"2073 US 31 NORTH, PETOSKEY , MI, 49770",45.400753,-84.884172,LOVE INC THE NAME OF CHRIST OF LITTLE TRAVERSE BAY,2,800643614,0,201212,P58,0,0,3,0,1,1,15,% KAREN TROUP,1000,0,MI,12,0,,3,1,2012,8,0
1093 N LAKESHORE DR,LUDINGTON,49431,1025,"1093 N LAKESHORE DR, LUDINGTON , MI, 49431",43.9721175,-86.459484,LIGHTHOUSE CHRISTMAS INC,2,272864593,1,201212,P58,0,4600,3,0,1,1,15,% KIM HAMM,1000,4600,MI,12,4635,,3,1,2010,12,1
9209 N ISLAND CT,FLUSHING,48433,2934,"9209 N ISLAND CT, FLUSHING , MI, 48433",43.092804,-83.860896,ZOIE SKY FOUNDATION,2,271420872,2,201312,P58,0,29150,3,0,1,1,15,% KALI M WEBER,1000,29150,MI,12,24934,ZOIE SKY PROJECT,3,1,2010,2,3
27725 STANSBURY BLVD STE 200,FARMINGTN HLS,48334,3817,"27725 STANSBURY BLVD STE 200, FARMINGTN HLS , MI, 48334",42.497984,-83.351362,UHY CARES MICHIGAN,2,371565313,2,201312,P58,0,42057,3,0,1,1,15,% TOM CALLAN,1000,42057,MI,12,23711,,3,1,2009,3,3
ASSOCIATION 38525 EIGHT MILE ROAD,LIVONIA,48152,0,"ASSOCIATION 38525 EIGHT MILE ROAD, LIVONIA , MI, 48152",42.4279422,-83.3682539,YOUNG ACADEMIC & ATHLETIC ASSOCIATION INC,1,270318252,3,201212,P58,0,51815,3,0,1,1,15,,1000,60378,MI,12,83021,,3,1,2009,9,3
PO BOX 247,DEXTER,48130,247,"PO BOX 247, DEXTER , MI, 48130",42.3383697,-83.8885552,FROM THE HEART,1,383239646,3,201312,P58,0,60079,3,994349000,1,1,16,% RICHARD LUNDY,1000,69907,MI,12,37404,,3,1,1996,2,3
PO BOX 394,STURGIS,49091,0,"PO BOX 394, STURGIS , MI, 49091",41.799217,-85.4191482,STURGIS TOY RUN,1,383589181,3,201108,P58,0,63049,3,0,1,1,16,,1000,63049,MI,8,34009,,3,1,2009,2,3
15587 BLUE SKIES ST,LIVONIA,48154,1517,"15587 BLUE SKIES ST, LIVONIA , MI, 48154",42.399924,-83.418023,EMILY ANN GRIFFIN FOUNDATION,1,320005684,3,201402,P58,0,77308,3,0,1,1,15,% MATTHEW AND INGER GRIFFIN,1000,77308,MI,2,44282,,3,1,2004,10,3
PO BOX 576,HOLT,48842,576,"PO BOX 576, HOLT , MI, 48842",42.6272648,-84.5536678,GIVE-A-KID-PROJECTS,1,262535665,3,201212,P58,0,101861,3,0,1,1,15,,1000,101861,MI,12,33002,,3,1,2009,2,4
PO BOX 554,CADILLAC,49601,554,"PO BOX 554, CADILLAC , MI, 49601",44.2722287,-85.4788065,PROJECT CHRISTMAS,1,383709248,2,201304,P58,0,198806,3,0,1,1,15,% RAMONA K DORE,1000,198806,MI,4,24419,,3,1,2005,7,4
23660 RESEARCH DR,FARMINGTON HILLS,48335,2643,"23660 RESEARCH DR, FARMINGTON HILLS , MI, 48335",42.464492,-83.4261402,SWEET DREAMZZZ INC,1,383585813,4,201212,P58,0,282100,3,0,1,1,15,,1000,311927,MI,12,110946,,3,1,2001,12,4
PO BOX 282,ORTONVILLE,48462,282,"PO BOX 282, ORTONVILLE , MI, 48462",42.8522506,-83.4430002,ORTONVILLE COMMUNITY EMERGENCY FUND,1,203132267,4,201312,P58,0,481102,3,0,1,1,15,% MARGARET E LEE,1000,481102,MI,12,444242,O C E F,3,1,2007,6,4
1114 S 7TH ST,ST CLAIR,48079,5044,"1114 S 7TH ST, ST CLAIR , MI, 48079",42.8175598,-82.4928134,KIDS IN DISTRESS SERVICES INC,1,810561072,5,201306,P58,0,2001892,3,0,1,1,16,% MARY JANE ROBINSON,1000,2001892,MI,6,508934,,3,1,2002,10,6
3478 GOLFSIDE DR,HUDSONVILLE,49426,1653,"3478 GOLFSIDE DR, HUDSONVILLE , MI, 49426",42.860146,-85.867022,PEACE OF HOPE,2,471039961,0,,P58,0,,3,0,1,1,16,% BILLIE SUE VAN DER KOLK,1000,,MI,12,,,3,1,2014,9,0
913 S OCEANA DR,SHELBY,49455,9634,"913 S OCEANA DR, SHELBY , MI, 49455",43.6299982,-86.3583664,OCEANA OLD NEWSIES INC,2,271383521,0,201312,P58,0,0,3,0,1,1,15,% MICHELLE TIETZ,1200,0,MI,12,0,,3,1,2012,2,0
GRAND RAPIDS PRESS,WALKER,49544,0,"GRAND RAPIDS PRESS, WALKER , MI, 49544",43.0014133,-85.7680915,SANTA CLAUS GIRLS OF KENT COUNTY,1,386065164,4,201401,P580,0,218143,3,560000000,5,1,15,% MICHAEL PLY GRAND RAPIDS PRESS,1000,233395,MI,1,427209,,3,1,1978,6,4
PO BOX 87532,CANTON,48187,532,"PO BOX 87532, CANTON , MI, 48187",42.3373253,-83.4963567,CANTON GOODFELLOWS INC,2,382767635,0,201403,P58Z,0,0,3,560902000,1,1,15,% JOHN SPENCER,1000,0,MI,3,0,,3,1,1997,12,0
1537 S WASHINGTON AVE,SAGINAW,48601,2818,"1537 S WASHINGTON AVE, SAGINAW , MI, 48601",43.416165,-83.951209,CHILDRENS CHRISTMAS STORE,2,383242427,3,201312,P58Z,0,30012,3,917000000,1,1,15,% SIDNEY DIGGS IV,1000,30012,MI,12,47813,,3,1,1996,1,3
1954 S INDUSTRIAL HWY STE D,ANN ARBOR,48104,8600,"1954 S INDUSTRIAL HWY STE D, ANN ARBOR , MI, 48104",42.2567452,-83.7363057,CHILDRENS LITERACY NETWORK,1,383002473,3,201312,P58Z,0,66402,3,560000000,1,1,15,% JENNIFER ZIMMER,1000,66402,MI,12,83213,,3,1,1992,7,3
111 KING ST,DETROIT,48202,2126,"111 KING ST, DETROIT , MI, 48202",42.381291,-83.078162,NORTHEND YOUTH IMPROVEMENT COUNCIL,1,382765416,3,201312,P58Z,0,69777,3,560000000,1,1,15,,1000,69777,MI,12,34013,,3,1,1997,5,3
31455 W 11 MILE RD,FARMINGTN HLS,48336,1101,"31455 W 11 MILE RD, FARMINGTN HLS , MI, 48336",42.4831079,-83.3586534,FARMINGTON AREA GOODFELLOWS INC,1,382623445,5,201306,P58Z,0,121925,3,560994000,1,1,15,,1000,1757911,MI,6,685745,,3,1,1987,3,6
PO BOX 51982,LIVONIA,48151,5982,"PO BOX 51982, LIVONIA , MI, 48151",42.37,-83.35,LIVONIA GOODFELLOWS INC,1,386100034,4,201310,P58Z,0,182921,3,561000000,1,1,15,,1000,182921,MI,10,106906,,3,1,1956,10,4
85 CALHOUN ST,BATTLE CREEK,49017,3844,"85 CALHOUN ST, BATTLE CREEK , MI, 49017",42.324202,-85.1788638,CHARITABLE UNION,1,381405611,5,201312,P58Z,0,500818,3,999000000,1,1,15,,1000,500818,MI,12,890302,,3,1,1938,1,5
PO BOX 333,FRANKFORT,49635,333,"PO BOX 333, FRANKFORT , MI, 49635",44.6336096,-86.2345396,COMMUNITY SPIRIT FOOD SOURCE INC,2,113753082,0,201312,P60,0,0,3,0,1,1,15,% COMMUNITY SPIRIT FOOD SOURCE INC,1000,0,MI,12,0,,3,1,2006,3,0
18685 OAKFIELD ST,DETROIT,48235,3060,"18685 OAKFIELD ST, DETROIT , MI, 48235",42.427719,-83.2151354,UMUELE AMAZANO AUTONOMOUS COMMUNITY,2,142003443,0,201312,P60,0,0,3,0,1,1,15,% IKECHI NNAJI,1000,0,MI,12,0,,3,1,2009,3,0
2600 ROBINS WAY,OKEMOS,48864,3380,"2600 ROBINS WAY, OKEMOS , MI, 48864",42.6872993,-84.4451103,PALKAR HELPLINE,2,200725088,0,201312,P60,0,0,3,0,1,1,15,% SUDARSAN VAITHU,1000,0,MI,12,0,,3,1,2004,4,0
16200 W 7 MILE RD,DETROIT,48235,2905,"16200 W 7 MILE RD, DETROIT , MI, 48235",42.4305131,-83.2074828,JESSIE GREEN FOUNDATION INC,2,201115291,0,201212,P60,0,0,3,0,1,1,15,% DEBORAH EAST,1000,0,MI,12,0,,3,1,2004,9,0
